FID;ID_UC0;NOME_UC1;ID_WCMC2;CATEGORI3;GRUPO4;ESFERA5;ANO_CRIA6;GID7;QUALIDAD8;ATO_LEGA9;DT_ULTIM10;CODIGO_U11;NOME_ORG12;POINT_X;POINT_Y
1380;197;RESERVA BIOLOGICA DE PEDRA TALHADA;19454;Reserva Biológica;PI;federal;1989;299;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 98524 de 13/12/1989;30/11/2007;0000.00.0197;Instituto Chico Mendes de Conservação da Biodiversidade;-36.427672;-9.228004
1381;216;RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO;351795;Reserva Biológica;PI;federal;2005;329;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 20/05/2005;05/02/2016;0000.00.0216;Instituto Chico Mendes de Conservação da Biodiversidade;-54.671382;-8.979924
1382;1355;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOLUAR; ;Reserva Particular do Patrimônio Natural;US;federal;2005;10844;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 17 de 12/04/2005;26/08/2011;0000.00.1355;Instituto Chico Mendes de Conservação da Biodiversidade;-47.396923;-13.750410
1383;137;PARQUE NACIONAL DA CHAPADA DIAMANTINA;19447;Parque;PI;federal;1985;1782;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 91.655 de 17/09/1985;16/07/2012;0000.00.0137;Instituto Chico Mendes de Conservação da Biodiversidade;-41.370880;-12.880782
1384;2146;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OSÓRIO REIMÃO; ;Reserva Particular do Patrimônio Natural;US;federal;2009;9877;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 18 de 26/03/2009;26/08/2011;0000.00.2146;Instituto Chico Mendes de Conservação da Biodiversidade;-49.504290;-2.253537
1385;1165;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AZUL; ;Reserva Particular do Patrimônio Natural;US;federal;2004;9615;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 30 de 10/03/2004;26/08/2011;0000.00.1165;Instituto Chico Mendes de Conservação da Biodiversidade;-42.481771;-22.349325
1386;196;RESERVA BIOLÓGICA GUARIBAS;31750;Reserva Biológica;PI;federal;1990;296;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 98884 de 25/01/1990;30/11/2007;0000.00.0196;Instituto Chico Mendes de Conservação da Biodiversidade;-35.157048;-6.719287
1387;2740;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA ENCANTADA DO MORRO DA LUCRÉCIA; ;Reserva Particular do Patrimônio Natural;US;federal;2011;7269;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 92 de 21/11/2011;01/08/2014;0000.00.2740;Instituto Chico Mendes de Conservação da Biodiversidade;-36.774859;-10.643530
1388;1166;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRAZIELA MACIEL BARROSO; ;Reserva Particular do Patrimônio Natural;US;federal;2005;9517;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 20 de 12/04/2005;26/08/2011;0000.00.1166;Instituto Chico Mendes de Conservação da Biodiversidade;-43.181681;-22.453763
1389;252;RESERVA EXTRATIVISTA CORUMBAU;351737;Reserva Extrativista;US;federal;2000;379;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 22/09/2000;24/09/2007;0000.00.0252;Instituto Chico Mendes de Conservação da Biodiversidade;-39.087784;-16.972485
1390;74;ESTAÇÃO ECOLÓGICA RASO DA CATARINA;10842;Estação Ecológica;PI;federal;1984;5271;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 89268 de 03/01/1984;27/09/2007;0000.00.0074;Instituto Chico Mendes de Conservação da Biodiversidade;-38.601132;-9.720682
1391;2173;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA RECANTO DAS ÁGUAS CLARAS; ;Reserva Particular do Patrimônio Natural;US;federal;2007;10453;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 2 de 11/01/2007;26/08/2011;0000.00.2173;Instituto Chico Mendes de Conservação da Biodiversidade;-46.928680;-18.792263
1392;159;PARQUE NACIONAL DE BRASÍLIA;67;Parque;PI;federal;1961;2221;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 241 de 29/11/1961;29/11/2007;0000.00.0159;Instituto Chico Mendes de Conservação da Biodiversidade;-48.019662;-15.640558
1393;134;FLORESTA NACIONAL DE TRÊS BARRAS;10808;Floresta;US;federal;1968;198;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Portaria nº 560 de 25/10/1968;25/09/2007;0000.00.0134;Instituto Chico Mendes de Conservação da Biodiversidade;-50.313997;-26.213607
1394;264;PARQUE NACIONAL DO RIO NOVO;351819;Parque;PI;federal;2006;392;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº S/N de 14/02/2006;28/06/2017;0000.00.0264;Instituto Chico Mendes de Conservação da Biodiversidade;-56.439086;-7.758388
1395;3232;ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO BENTO; ;Área de Proteção Ambiental;US;municipal;1997;11928;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 3020 de 06/06/1997;01/02/2016;0170.33.3232;Secretaria Municipal de Meio Ambiente, Agricultura e Abastecimento de Duque de Caxias - RJ;-43.280977;-22.731627
1396;3521;MONUMENTO NATURAL MUNICIPAL DA FLORESTA; ;Monumento Natural;PI;municipal;2017;13593;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 5671 de 04/04/2017;27/07/2017;0220.33.3521;Secretaria Municipal do Ambiente de Itaperuna - RJ;-42.010642;-21.149881
1397;2598;PARQUE NATURAL MUNICIPAL DO MANGUEZAL DE ITANGUá; ;Parque;PI;municipal;2007;6569;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 48 de 28/05/2007;26/04/2012;0130.32.2598;Secretaria Municipal de Meio Ambiente de Cariacica - ES;-40.370141;-20.317905
1398;2746;ÁREA DE PROTEÇÃO AMBIENTAL DO IGUAÇÚ; ;Área de Proteção Ambiental;US;municipal;1991;7328;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 410 de 25/07/1991;01/10/2012;0690.41.2746;Secretaria Municipal de Meio Ambiente de Curitiba - PR;-49.269759;-25.573048
1399;3196;PARQUE NATURAL MUNICIPAL PARQUE FLORESTAL DE SINOP; ;Parque;PI;municipal;2014;11734;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2067/2014 de 10/12/2014;16/09/2015;0790.51.3196;Prefeitura de Sinop - MT;-55.500410;-11.835838
1400;2845;RESERVA BIOLÓGICA DAS CAPIVARAS; ;Reserva Biológica;PI;municipal;2001;11874;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº Lei 1.727 de 03/10/2001;07/10/2015;0830.50.2845;Secretaria Municipal de Meio Ambiente - Três Lagoas/MS;-51.659706;-20.742746
1401;3165;ÁREA DE PROTEÇÃO AMBIENTAL DE ENGENHEIRO PASSOS APAEP; ;Área de Proteção Ambiental;US;municipal;1997;11936;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 2063 de 22/12/1997;18/11/2015;0420.33.3165;Agência do Meio Ambiente do Município de Resende - RJ;-44.663131;-22.444757
1402;1811;MONUMENTO NATURAL DOS MORROS DO PãO DE AçúCAR E URCA; ;Monumento Natural;PI;municipal;2006;3231;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 26578 de 02/06/2006;15/06/2016;0455.33.1811;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.159252;-22.950369
1403;1820;ÁREA DE PROTEçãO AMBIENTAL DO SACOPã; ;Área de Proteção Ambiental;US;municipal;1986;3316;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 6231 de 30/10/1986;15/03/2011;0455.33.1820;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.199179;-22.967027
1404;2912;ÁREA DE PROTEçãO AMBIENTAL RIO DO COLéGIO; ;Área de Proteção Ambiental;US;municipal;2013;8291;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.988 de 29/10/2013;02/12/2013;0480.33.2912;Secretaria de Desenvolvimento Ambiental de São Fidélis - RJ;-41.841557;-21.781003
1405;2731;MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM; ;Monumento Natural;PI;municipal;2007;7187;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei orgânica nº 1903 de 15/06/2007;09/08/2012;1750.31.2731;Secretaria Municipal de Meio Ambiente - Conceição do Mato Dentro - MG;-43.405609;-19.003202
1406;2798;PARQUE NATURAL MUNICIPAL REGO DOS CARRAPATOS; ;Parque;PI;municipal;2012;7658;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 4572 de 06/07/2012;31/01/2014;4480.31.2798;Secretaria Municipal de Meio Ambiente de Nova Lima - MG;-43.871699;-19.977462
1407;3485;ÁREA DE PROTEÇÃO AMBIENTAL  TRIZIDELA DE USO SUSTENTÁVEL; ;Área de Proteção Ambiental;US;municipal;2016;13843;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 4091 de 22/08/2016;27/09/2017;0330.21.3485;Secretaria Municipal de Meio Ambiente, Finanças e Planejamento de Codó - MA;-43.876093;-4.452278
1408;2587;PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI; ;Parque;PI;municipal;2010;6447;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 8.195/2010 de 24/09/2010;24/08/2015;4990.35.2587;Secretaria de Meio Ambiente - Prefeitura Municipal de São José dos Campos - SP;-45.935983;-23.066448
1409;3594;ÁREA DE PRESERVAçãO AMBIENTAL DO CóRREGO DA LAGOA; ;Área de Proteção Ambiental;US;municipal;2017;14037;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 242/2017 de 10/10/2017;29/11/2017;1550.52.3594;Prefeitura Municipal de Ouvidor - GO;-47.820585;-18.197771
1410;2578;PARQUE NATURAL MUNICIPAL BORORÉ; ;Parque;PI;municipal;2012;11538;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 52972 de 14/02/2012;13/03/2015;5030.35.2578;Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP;-46.652331;-23.797211
1411;3160;PARQUE NATURAL MUNICIPAL ARQUELóGICO DO MORRO DA QUEIMADA; ;Parque;PI;municipal;2009;12040;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 465 de 07/01/2009;21/12/2015;4610.31.3160;Secretaria de Meio Ambiente do Município de Ouro Preto / MG;-43.492813;-20.379271
1412;2556;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO TUPÉ; ;Reserva de Desenvolvimento Sustentável;US;municipal;2005;6408;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 8044 de 30/08/2005;14/02/2012;0260.13.2556;Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM;-60.254664;-3.002614
1413;2644;PARQUE ESTADUAL DA FONTE GRANDE; ;Parque;PI;municipal;1986;6880;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 3875 de 07/08/1986;20/07/2012;0530.32.2644;Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES;-40.336688;-20.304924
1414;2738;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA; ;Área de Proteção Ambiental;US;municipal;2008;7279;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 9556 de 24/04/2008;30/08/2012;0260.13.2738;Secretaria Municipal de Meio Ambiente e Sustentabilidade de Manaus - AM;-60.081328;-2.941365
1415;1757;AREA DE PROTEÇÃO AMBIENTAL DA LAGOA VERDE; ;Área de Proteção Ambiental;US;municipal;2005;3196;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 6084 de 22/04/2005;01/10/2009;1560.43.1757;Secretaria Municipal do Meio Ambiente do Rio Grande - RS;-52.182519;-32.140149
1416;3034;ÁREA DE PROTEçãO AMBIENTAL DA PRAIA DE PONTA GROSSA; ;Área de Proteção Ambiental;US;municipal;1998;11380;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 262 de 08/04/1998;21/01/2015;0535.23.3034;Secretaria de Desenvolvimento e Meio Ambiente de Icapuí - CE;-37.497717;-4.570710
1417;2920;ÁREA DE PROTEçãO AMBIENTAL DA LAGOA GRANDE; ;Área de Proteção Ambiental;US;municipal;2006;8288;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 046 de 20/06/2006;27/09/2013;0520.32.2920;Prefeitura Municipal de Vila Velha - ES;-40.368489;-20.490066
1418;2925;ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO MORRO DO IRIRIú; ;Área de Relevante Interesse Ecológico;US;municipal;2012;8459;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 19.665 de 11/10/2012;22/10/2013;0910.42.2925;Secretaria do Meio Ambiente de Joinville - SC;-48.829744;-26.251351
1419;3508;PARQUE NATURAL MUNICIPAL DOS MORROS; ;Parque;PI;municipal;2016;13335;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 74/2016 de 06/09/2016;08/05/2017;1690.43.3508;Secretaria Municipal de Meio Ambiente de Santa Maria - RS;-53.811086;-29.653751
1420;1624;PARQUE NATURAL MUNICIPAL VERDE VALE; ;Parque;PI;municipal;2008;2368;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 279 de 14/06/2008;12/07/2008;0430.33.1624;Secretaria Municipal de Meio Ambiente de Rio Bonito - RJ;-42.641476;-22.701781
1421;1787;APA DAS TABEBUIAS; ;Área de Proteção Ambiental;US;municipal;1999;3185;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 18199 de 09/12/1999;15/03/2011;0455.33.1787;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.426424;-23.000980
1422;2582;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DA LAGOA JACUNÉM; ;Área de Proteção Ambiental;US;municipal;1998;6538;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 2.135 de 09/12/1998;10/04/2012;0500.32.2582;Secretaria Municipal de Meio Ambiente do Município de Serra - ES;-40.234083;-20.161704
1423;3002;ÁREA DE PROTEçãO AMBIENTAL DA SERRA DA BOLíVIA; ;Área de Proteção Ambiental;US;municipal;2013;8923;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 524 de 02/08/2013;08/05/2014;0015.33.3002;Secretaria Municipal do Ambiente de Aperibé - RJ;-42.122680;-21.667977
1424;3426;PARQUE NATURAL MUNICIPAL DE CONCEIçãO DA BARRA; ;Parque;PI;municipal;2015;12752;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 4.698 de 21/07/2015;18/07/2016;0160.32.3426;Prefeitura Municipal de Conceição da Barra - ES;-39.739165;-18.572566
1425;1570;AREA DE PROTEçãO AMBIENTAL DE CAMPINAS; ;Área de Proteção Ambiental;US;municipal;2001;4639;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 10.850 de 08/06/2001;04/12/2007;0950.35.1570;Secretaria Municipal de Meio Ambiente - Prefeitura Municipal de Campinas;-46.923772;-22.840710
1426;3042;REFÚGIO DA VIDA SILVESTRE DO SAGUI DA SERRA ESCURO; ;Refúgio de Vida Silvestre;PI;municipal;2014;9789;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 3361 de 10/02/2014;12/09/2017;0220.33.3042;Secretaria Municipal do Ambiente de Itaperuna - RJ;-42.040056;-21.075909
1427;3503;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DAS SERRAS DE MARICÁ; ;Área de Proteção Ambiental;US;municipal;2011;13312;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 2368 de 30/05/2011;10/04/2018;0270.33.3503;Subsecretaria de Meio Ambiente de Maricá - RJ;-42.787276;-22.892124
1428;2649;PARQUE NATURAL MUNICIPAL VALE DO MULEMBá; ;Parque;PI;municipal;2002;6952;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 11505 de 31/12/2002;20/07/2012;0530.32.2649;Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES;-40.324419;-20.285449
1429;2953;RESERVA BIOLóGICA DE PINHEIRO GROSSO; ;Reserva Biológica;PI;municipal;1987;9011;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 2250 de 30/11/1987;22/04/2014;0560.31.2953;Prefeitura Municipal de Barbacena - MG;-43.701818;-21.192592
1430;1765;PARQUE NATURAL MUNICIPAL DA SERRA DA CAPOEIRA GRANDE; ;Parque;PI;municipal;2002;3214;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 21208 de 02/04/2002;05/05/2017;0455.33.1765;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.642365;-22.987800
1431;1767;APA DAS BRISAS; ;Área de Proteção Ambiental;US;municipal;1992;3114;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1918 de 09/10/1992;15/03/2011;0455.33.1767;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.654826;-22.992202
1432;2728;ÁREA DE PROTEÇÃO AMBIENTAL MUNICÍPAL MANGUEZAL SUL DA SERRA; ;Área de Proteção Ambiental;US;municipal;2012;8196;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 3895 de 19/06/2012;27/09/2013;0500.32.2728;Secretaria Municipal de Meio Ambiente do Município de Serra - ES;-40.318816;-20.235644
1433;3270;REFÚGIO DE VIDA SILVESTRE MUNICIPAL DAS SERRAS DE MARICÁ; ;Refúgio de Vida Silvestre;PI;municipal;2011;13305;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2368 de 30/05/2011;10/04/2018;0270.33.3270;Subsecretaria de Meio Ambiente de Maricá - RJ;-42.761019;-22.886892
1434;1798;APA DOS MORROS DA BABILôNIA E DE SãO JOãO; ;Área de Proteção Ambiental;US;municipal;1996;4353;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 14874 de 11/06/1996;15/03/2011;0455.33.1798;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.175968;-22.959734
1435;3474;ESTAçãO ECOLóGICA BRáULIO GUEDES DA SILVA; ;Estação Ecológica;PI;municipal;2017;13165;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 11471 de 06/01/2017;21/02/2017;5220.35.3474;Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP;-47.415908;-23.491481
1436;3155;PARQUE NATURAL MUNICIPAL DO TABULEIRO; ;Parque;PI;municipal;2013;11323;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº LEI MUNICIPAL Nº 2.063/2013 de 23/07/2013;18/12/2014;1750.31.3155;Secretaria Municipal de Meio Ambiente - Conceição do Mato Dentro - MG;-43.580872;-19.089837
1437;1581;PARQUE NATURAL MUNICIPAL DE PIRAPUTANGAS; ;Parque;PI;municipal;2003;2260;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 078 de 22/05/2003;15/02/2008;0320.50.1581;Secretaria Executiva de Meio Ambiente de Corumbá - MS;-57.614545;-19.264048
1438;3597;PARQUE NATURAL MUNICIPAL DA LAJINHA; ;Parque;PI;municipal;2012;14049;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 11.266 de 10/07/2012;06/12/2017;3670.31.3597;Secretaria de Meio Ambiente de Juiz de Fora - MG;-43.373646;-21.791193
1439;2012;MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLéGIO; ;Monumento Natural;PI;municipal;2010;5173;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.705 de 30/03/2010;02/06/2011;0080.33.2012;Secretaria Municipal de Meio Ambiente de Cachoeiras de Macacu - RJ;-42.623160;-22.490109
1440;3628;REFúGIO DE VIDA SILVESTRE - FAZENDA SãO LáZARO; ;Refúgio de Vida Silvestre;PI;municipal;2018;14324;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.230/2017 de 15/01/2018;01/03/2018;0093.33.3628;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;-41.689781;-22.264551
1441;2849;ÁREA DE PROTEÇÃO AMBIENTAL DA PEDRA LISA; ;Área de Proteção Ambiental;US;municipal;2009;8140;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 1.189 de 21/12/2009;27/03/2017;0227.33.2849;Secretaria Municipal do Ambiente e Desenvolvimento Sustentável de Japeri - RJ;-43.575280;-22.643135
1442;1796;APA DA PRAINHA; ;Área de Proteção Ambiental;US;municipal;1990;3208;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1534 de 15/01/1990;15/03/2011;0455.33.1796;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.506820;-23.040129
1443;2261;PARQUE NATURAL MUNICIPAL CHAPÉU DAS ÁGUAS; ;Parque;PI;municipal;2010;5547;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 1753/2010 de 15/12/2010;03/10/2011;1920.42.2261;Fundação Municipal do Meio Ambiente de Vidal Ramos - SC;-49.393462;-27.398673
1444;3577;ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY; ;Área de Proteção Ambiental;US;municipal;2013;13998;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2257/2013 de 23/08/2013;16/04/2018;5070.35.3577;Prefeitura Municipal de São Sebastião - SP;-45.669866;-23.760421
1445;1566;PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA; ;Parque;PI;municipal;1995;6041;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 6.144 de 27/07/1995;08/11/2007;0060.32.1566;Prefeitura Municipal de Aracruz - ES;-40.131383;-19.927582
1446;1816;APA DO MORRO DOS CABRITOS; ;Área de Proteção Ambiental;US;municipal;1992;3239;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1912 de 01/10/1992;15/03/2011;0455.33.1816;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.198102;-22.970288
1447;3141;PARQUE NATURAL MUNICIPAL JACEGUAVA; ;Parque;PI;municipal;2012;11555;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 52974 de 14/02/2012;30/03/2015;5030.35.3141;Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP;-46.767823;-23.781212
1448;2597;PARQUE NATURAL MUNICIPAL PEROBA ROSA; ;Parque;PI;municipal;1995;6817;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 935 de 28/04/1995;18/04/2012;0370.41.2597;Secretaria de Agricultura e Meio Ambiente de Cambé / PR;-51.252997;-23.264554
1449;1783;APA DA FAZENDA DA TAQUARA; ;Área de Proteção Ambiental;US;municipal;2002;3161;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 21528 de 10/06/2002;15/03/2011;0455.33.1783;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.383012;-22.922493
1450;3434;AREA DE PROTEçãO  AMBIENTAL - PEDREGULHO; ;Área de Proteção Ambiental;US;municipal;2013;12980;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 1610 de 13/12/2013;07/10/2016;2390.35.3434;Secretaria Municipal de Meio Ambiente de Itu - SP;-47.184899;-23.226516
1451;1565;PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS; ;Parque;PI;municipal;1997;8579;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 1994 de 12/05/1997;11/11/2013;0060.32.1565;Prefeitura Municipal de Aracruz - ES;-40.329681;-19.815780
1452;3207;REFúGIO DE VIDA SILVESTRE DO MOLHE LESTE; ;Refúgio de Vida Silvestre;PI;municipal;1996;11826;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 007 de 10/05/1996;30/09/2015;1850.43.3207;Prefeitura Municipal de São José do Norte - RS;-52.076917;-32.183667
1453;3116;MONUMENTO NATURAL DO ITABIRA; ;Monumento Natural;PI;municipal;1988;11030;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2856 de 16/09/1988;11/11/2014;0120.32.3116;Secretaria Municipal de Meio Ambiente de Cachoeiro de Itapemirim - ES;-41.061337;-20.841737
1454;3027;PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE; ;Parque;PI;municipal;setembro de 2013 de 15/10/2013;9521;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº Nº116 de 13 de setembro de 2013 de 15/10/2013;16/03/2015;0520.33.3027;Secretaria Municipal do Ambiente, Lagoa, Pesca e Serviços Públicos de São Pedro da Aldeia - RJ;-42.069058;-22.826560
1455;2025;PARQUE NATURAL MUNICIPAL DO INTELECTO; ;Parque;PI;municipal;1991;4998;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2770 de 27/12/1991;07/03/2017;3170.31.2025;Prefeitura Municipal de Itabira - MG;-43.220491;-19.617489
1456;2906;ÁREA DE PROTEçãO AMBIENTAL ALTO TABOãO; ;Área de Proteção Ambiental;US;municipal;1998;8697;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 337 de 02/01/1998;24/02/2014;2420.31.2906;Secretaria Municipal de Agricultura, Meio Ambiente e Defesa Civil de Espera Feliz - MG;-42.031564;-20.570350
1457;2976;AREA DE PROTECAO AMBIENTAL XERIUINI; ;Área de Proteção Ambiental;US;municipal;1999;8803;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 25 de 08/12/1999;23/06/2017;0020.14.2976;Prefeitura Municipal de Caracaraí - RR;-62.032769;0.000918
1458;3515;PARQUE NATURAL MUNICIPAL RIBEIRÃO DA PRATA; ;Parque;PI;municipal;2014;13383;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº Lei 1199/2014 de 10/11/2014;28/06/2017;1830.52.3515;Secretaria Municipal de Meio Ambiente de Posse - GO;-46.269008;-14.125550
1459;3401;PARQUE NATURAL MUNICIPAL MORRO DOS STINGHEN; ;Parque;PI;municipal;2016;12610;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 7180/2015 de 04/05/2016;15/12/2016;0890.42.3401;Fundação Jaraguaense de Meio Ambiente - SC;-49.101121;-26.520941
1460;2868;PARQUE NATURAL MUNICIPAL PAISAGEM CARIOCA; ;Parque;PI;municipal;2013;7948;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 37.231 de 07/06/2013;26/12/2016;0455.33.2868;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.168262;-22.960772
